
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 900 out of 1000 , average train loss: 1.893549, validation loss: 1.937397 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.881018, validation loss: 1.9352 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.222132, validation loss: 2.176594 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.069351, validation loss: 2.033172 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.979872, validation loss: 1.982962 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.959783, validation loss: 1.963009 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.925003, validation loss: 1.953357 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.92001, validation loss: 1.946428 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.921511, validation loss: 1.941505 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.902346, validation loss: 1.937454 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.916308, validation loss: 1.934322 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.881444, validation loss: 1.932055 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.896156, validation loss: 1.929817 , lr= 1e-05
==== End:  sc64_64_64_64_sh1_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh1_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.12663, validation loss: 2.160516 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.012484, validation loss: 2.027041 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.970252, validation loss: 1.991872 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.953779, validation loss: 1.973254 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.932426, validation loss: 1.961136 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.91854, validation loss: 1.953545 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.920116, validation loss: 1.948194 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.899976, validation loss: 1.944428 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.894355, validation loss: 1.941525 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.897075, validation loss: 1.939257 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.880854, validation loss: 1.937409 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.231395, validation loss: 2.242869 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.017629, validation loss: 2.007918 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.979706, validation loss: 1.94861 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.931917, validation loss: 1.926035 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.91157, validation loss: 1.914716 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.907038, validation loss: 1.907682 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.893439, validation loss: 1.903109 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.87491, validation loss: 1.899794 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.907952, validation loss: 1.898202 , lr= 4e-06
Epoch: 900 out of 1000 , average train loss: 1.898118, validation loss: 1.897174 , lr= 4e-06
Epoch: 1000 out of 1000 , average train loss: 1.905332, validation loss: 1.896223 , lr= 4e-06
Epoch: 1 out of 1000 , average train loss: 2.153258, validation loss: 2.164492 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.054143, validation loss: 2.070608 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.002075, validation loss: 2.02963 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.974959, validation loss: 2.006399 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.958157, validation loss: 1.990088 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.944391, validation loss: 1.977511 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.943796, validation loss: 1.968408 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.925712, validation loss: 1.961447 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.925101, validation loss: 1.955703 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.907901, validation loss: 1.951431 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.908164, validation loss: 1.948155 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.231083, validation loss: 2.425935 , lr= 1e-05
NaN validation loss at epoch: 5 
NaN validation loss at epoch: 6 
NaN validation loss at epoch: 7 
NaN validation loss at epoch: 8 
NaN validation loss at epoch: 9 
NaN validation loss at epoch: 10 
NaN validation loss at epoch: 11 
NaN validation loss at epoch: 12 
NaN validation loss at epoch: 13 
NaN validation loss at epoch: 14 
NaN validation loss at epoch: 15 
NaN validation loss at epoch: 16 
NaN validation loss at epoch: 17 
NaN validation loss at epoch: 18 
NaN validation loss at epoch: 19 
NaN validation loss at epoch: 20 
NaN validation loss at epoch: 21 
NaN validation loss at epoch: 22 
NaN validation loss at epoch: 23 
NaN validation loss at epoch: 24 
Early stopping at epoch: 24 , average train loss: NaN , validation loss: NaN , lr= 6.4e-07 
Epoch: 1 out of 1000 , average train loss: 2.390501, validation loss: 2.337246 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.145801, validation loss: 2.140216 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.024806, validation loss: 2.055742 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.977188, validation loss: 2.014198 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.940885, validation loss: 1.989101 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.91986, validation loss: 1.973538 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.911492, validation loss: 1.962821 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.89707, validation loss: 1.954293 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.891252, validation loss: 1.947162 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.89223, validation loss: 1.941081 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.8838, validation loss: 1.935813 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.218613, validation loss: 2.284865 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.057728, validation loss: 2.107691 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.998762, validation loss: 2.033576 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.942007, validation loss: 1.998344 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.917066, validation loss: 1.979538 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.916909, validation loss: 1.967194 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.91404, validation loss: 1.957866 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.889215, validation loss: 1.950507 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.881811, validation loss: 1.944449 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.882581, validation loss: 1.939305 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.890216, validation loss: 1.934968 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.739262, validation loss: 2.623475 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.191666, validation loss: 2.104136 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.980167, validation loss: 1.986031 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.961645, validation loss: 1.950738 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.916943, validation loss: 1.934068 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.920389, validation loss: 1.923777 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.899137, validation loss: 1.916475 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.872145, validation loss: 1.910867 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.884368, validation loss: 1.906531 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.875663, validation loss: 1.903257 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.863593, validation loss: 1.900507 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.293347, validation loss: 2.426138 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.061431, validation loss: 2.0916 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.967759, validation loss: 2.010626 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.926303, validation loss: 1.979313 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.923567, validation loss: 1.961896 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.901744, validation loss: 1.950994 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.905499, validation loss: 1.942937 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.909783, validation loss: 1.936789 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.872669, validation loss: 1.932196 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.865593, validation loss: 1.928363 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.861785, validation loss: 1.925489 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.506311, validation loss: 2.581234 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.115846, validation loss: 2.126171 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.973819, validation loss: 2.00921 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.95796, validation loss: 1.973431 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.934616, validation loss: 1.954227 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.937546, validation loss: 1.942413 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.916001, validation loss: 1.933555 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.904152, validation loss: 1.926722 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.897724, validation loss: 1.921048 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.872923, validation loss: 1.91664 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.878677, validation loss: 1.913223 , lr= 1e-05
==== End:  sc64_64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.311687, validation loss: 2.323518 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.034538, validation loss: 2.022049 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.958849, validation loss: 1.962942 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.930824, validation loss: 1.93679 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.902359, validation loss: 1.921662 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.880604, validation loss: 1.913113 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.89546, validation loss: 1.906792 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.862301, validation loss: 1.902975 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.858124, validation loss: 1.901033 , lr= 1.6e-06
Epoch: 900 out of 1000 , average train loss: 1.867349, validation loss: 1.900656 , lr= 6.4e-07
Epoch: 1000 out of 1000 , average train loss: 1.849776, validation loss: 1.900458 , lr= 6.4e-07
Epoch: 1 out of 1000 , average train loss: 2.485751, validation loss: 2.47831 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.072051, validation loss: 2.022556 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.970176, validation loss: 1.964324 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.922657, validation loss: 1.94152 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.91996, validation loss: 1.929059 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.907932, validation loss: 1.921129 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.887713, validation loss: 1.915527 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.894787, validation loss: 1.910799 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.88213, validation loss: 1.907697 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.875879, validation loss: 1.905048 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.8766, validation loss: 1.902912 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.456237, validation loss: 2.545626 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.021778, validation loss: 2.018465 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.968681, validation loss: 1.964699 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.929414, validation loss: 1.942229 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.921821, validation loss: 1.928511 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.896772, validation loss: 1.919487 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.887881, validation loss: 1.91331 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.882262, validation loss: 1.908764 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.878625, validation loss: 1.90545 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.88545, validation loss: 1.903051 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.872039, validation loss: 1.901102 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.252531, validation loss: 2.367914 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.027055, validation loss: 2.108575 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.96494, validation loss: 2.016097 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.928361, validation loss: 1.981139 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.915158, validation loss: 1.963547 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.915748, validation loss: 1.95221 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.883769, validation loss: 1.943484 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.893162, validation loss: 1.936741 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.873804, validation loss: 1.931294 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.866014, validation loss: 1.926196 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.870199, validation loss: 1.922192 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.017863, validation loss: 2.084564 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 1.958453, validation loss: 2.020465 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.933273, validation loss: 1.988678 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.919015, validation loss: 1.969505 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.9083, validation loss: 1.957083 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.888371, validation loss: 1.94789 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.880887, validation loss: 1.940711 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.893451, validation loss: 1.934466 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.869202, validation loss: 1.929116 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.882897, validation loss: 1.92457 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.865702, validation loss: 1.920802 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.132977, validation loss: 2.246115 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.011759, validation loss: 2.074777 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.97106, validation loss: 2.006445 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.927627, validation loss: 1.977527 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.929795, validation loss: 1.961588 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.903052, validation loss: 1.950724 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.901995, validation loss: 1.942129 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.89508, validation loss: 1.934679 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.877418, validation loss: 1.928399 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.877272, validation loss: 1.92307 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.88101, validation loss: 1.91824 , lr= 1e-05
==== End:  sc64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.350638, validation loss: 2.449389 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.040031, validation loss: 2.097286 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.967532, validation loss: 2.0111 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.926793, validation loss: 1.978914 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.928653, validation loss: 1.960964 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.883606, validation loss: 1.948905 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.894141, validation loss: 1.939353 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.882628, validation loss: 1.932183 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.882082, validation loss: 1.926283 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.874633, validation loss: 1.921859 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.883233, validation loss: 1.918464 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.344002, validation loss: 2.461154 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.053893, validation loss: 2.064342 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.966087, validation loss: 1.992444 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.930687, validation loss: 1.967366 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.910621, validation loss: 1.952236 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.90432, validation loss: 1.940923 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.902306, validation loss: 1.932868 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.896173, validation loss: 1.926368 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.888479, validation loss: 1.920931 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.863973, validation loss: 1.916926 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.862888, validation loss: 1.913797 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.494532, validation loss: 2.435788 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.115327, validation loss: 2.10168 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.01224, validation loss: 2.017185 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.943409, validation loss: 1.983839 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.928967, validation loss: 1.963958 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.90628, validation loss: 1.950107 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.894401, validation loss: 1.939794 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.893632, validation loss: 1.931628 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.877146, validation loss: 1.925239 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.870298, validation loss: 1.920271 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.869794, validation loss: 1.916585 , lr= 1e-05
==== End:  sc64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.403969, validation loss: 2.674101 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.01311, validation loss: 2.063641 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.969329, validation loss: 1.976443 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.917811, validation loss: 1.941597 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.898464, validation loss: 1.922629 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.883247, validation loss: 1.911697 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.857018, validation loss: 1.905853 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.866655, validation loss: 1.901449 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.85084, validation loss: 1.900204 , lr= 4e-06
Epoch: 900 out of 1000 , average train loss: 1.849181, validation loss: 1.899899 , lr= 6.4e-07
Epoch: 1000 out of 1000 , average train loss: 1.862735, validation loss: 1.899789 , lr= 6.4e-07
Epoch: 1 out of 1000 , average train loss: 2.814542, validation loss: 2.921938 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.108252, validation loss: 2.094892 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.96922, validation loss: 1.979999 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.945737, validation loss: 1.94633 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.907614, validation loss: 1.929848 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.897815, validation loss: 1.920741 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.879565, validation loss: 1.914686 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.891432, validation loss: 1.910327 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.884363, validation loss: 1.906818 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.876101, validation loss: 1.904401 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.86673, validation loss: 1.903297 , lr= 4e-06
Epoch: 1 out of 1000 , average train loss: 2.147562, validation loss: 2.156685 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.019055, validation loss: 2.013723 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 1.955695, validation loss: 1.97952 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.936086, validation loss: 1.962641 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.913828, validation loss: 1.952241 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.912074, validation loss: 1.945434 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.907207, validation loss: 1.940372 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.896545, validation loss: 1.936521 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.885471, validation loss: 1.933734 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.894106, validation loss: 1.931772 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.887461, validation loss: 1.930075 , lr= 1e-05
==== End:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do2_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.146801, validation loss: 2.144862 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.029259, validation loss: 2.055135 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.012533, validation loss: 2.012343 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 1.990485, validation loss: 1.988349 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.976151, validation loss: 1.973398 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.966856, validation loss: 1.963396 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.958085, validation loss: 1.955508 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.924722, validation loss: 1.949018 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.932447, validation loss: 1.943777 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.921205, validation loss: 1.939445 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.935629, validation loss: 1.935979 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.511049, validation loss: 2.467226 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.289909, validation loss: 2.195992 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.113878, validation loss: 2.066779 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.041264, validation loss: 2.006437 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.996379, validation loss: 1.97456 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.968393, validation loss: 1.955992 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.966261, validation loss: 1.943765 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.964911, validation loss: 1.9353 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.933913, validation loss: 1.928845 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.927371, validation loss: 1.924023 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.921408, validation loss: 1.920267 , lr= 1e-05
Epoch: 1 out of 1000 , average train loss: 2.356596, validation loss: 2.464264 , lr= 1e-05
Epoch: 100 out of 1000 , average train loss: 2.175156, validation loss: 2.178181 , lr= 1e-05
Epoch: 200 out of 1000 , average train loss: 2.065977, validation loss: 2.058189 , lr= 1e-05
Epoch: 300 out of 1000 , average train loss: 2.025261, validation loss: 2.015001 , lr= 1e-05
Epoch: 400 out of 1000 , average train loss: 1.997431, validation loss: 1.995197 , lr= 1e-05
Epoch: 500 out of 1000 , average train loss: 1.96569, validation loss: 1.9827 , lr= 1e-05
Epoch: 600 out of 1000 , average train loss: 1.970931, validation loss: 1.972937 , lr= 1e-05
Epoch: 700 out of 1000 , average train loss: 1.943626, validation loss: 1.965033 , lr= 1e-05
Epoch: 800 out of 1000 , average train loss: 1.947672, validation loss: 1.958397 , lr= 1e-05
Epoch: 900 out of 1000 , average train loss: 1.946745, validation loss: 1.953172 , lr= 1e-05
Epoch: 1000 out of 1000 , average train loss: 1.940906, validation loss: 1.948582 , lr= 1e-05
==== End:  sc64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh1_SSNN_u_do5_L20_shp0_lrd4or5  ========
